Year,StateAbbr,StateDesc,CityName,GeographicLevel,DataSource,Category,UniqueID,Measure,Data_Value_Unit,DataValueTypeID,Data_Value_Type,Data_Value,Low_Confidence_Limit,High_Confidence_Limit,Data_Value_Footnote_Symbol,Data_Value_Footnote,PopulationCount,GeoLocation,CategoryID,MeasureId,CityFIPS,TractFIPS,Short_Question_Text
2017,GA,Georgia,Sandy Springs,Census Tract,BRFSS,Health Outcomes,1368516-13121010119,Mental health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,14.5,13.2,16,,,4938,"(33.9913040108, -84.3452326148)",HLTHOUT,MHLTH,1368516,13121010119,Mental Health
2017,GA,Georgia,Savannah,Census Tract,BRFSS,Health Outcomes,1369000-13051003800,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,5.6,5.4,5.7,,,2143,"(32.0273428142, -81.0661460201)",HLTHOUT,CANCER,1369000,13051003800,Cancer (except skin)
2016,GA,Georgia,Savannah,Census Tract,BRFSS,Unhealthy Behaviors,1369000-13051002300,Sleeping less than 7 hours among adults aged >=18 Years,%,CrdPrv,Crude prevalence,48.2,46.3,49.8,,,2056,"(32.0577200508, -81.1112836355)",UNHBEH,SLEEP,1369000,13051002300,Sleep <7 hours
2016,ID,Idaho,Boise City,Census Tract,BRFSS,Prevention,1608830-16001002224,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",%,CrdPrv,Crude prevalence,62.9,58.6,66.6,,,5392,"(43.5863140341, -116.295734201)",PREVENT,COLON_SCREEN,1608830,16001002224,Colorectal Cancer Screening
2016,GA,Georgia,Macon,Census Tract,BRFSS,Health Outcomes,1349000-13021012000,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,10.4,6.3,15.8,,,3936,"(32.8775813859, -83.6705092863)",HLTHOUT,TEETHLOST,1349000,13021012000,Teeth Loss
2017,GA,Georgia,Columbus,Census Tract,BRFSS,Health Outcomes,1319000-13215010608,Mental health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,14.9,13.6,16.3,,,4156,"(32.4717537597, -84.8822746582)",HLTHOUT,MHLTH,1319000,13215010608,Mental Health
2016,GA,Georgia,Roswell,Census Tract,BRFSS,Prevention,1367284-13121011421,Papanicolaou smear use among adult women aged 21–65 Years,%,CrdPrv,Crude prevalence,82.8,80.6,84.7,,,2433,"(34.0422979155, -84.3338669573)",PREVENT,PAPTEST,1367284,13121011421,Pap Smear Test
2017,HI,Hawaii,Honolulu,Census Tract,BRFSS,Prevention,15003003501,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,%,CrdPrv,Crude prevalence,77.7,77,78.4,,,2282,"(21.3027327083, -157.84630863)",PREVENT,BPMED,15003,15003003501,Taking BP Medication
2016,GA,Georgia,Sandy Springs,Census Tract,BRFSS,Prevention,1368516-13121010107,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,40.7,33.8,47.1,,,1834,"(33.9744323872, -84.3024169365)",PREVENT,COREM,1368516,13121010107,Core preventive services for older men
2017,ID,Idaho,Boise City,Census Tract,BRFSS,Health Outcomes,1608830-16001001000,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,7.3,6.9,7.8,,,5997,"(43.6087482229, -116.228075339)",HLTHOUT,DIABETES,1608830,16001001000,Diabetes
2017,GA,Georgia,Savannah,Census Tract,BRFSS,Health Outcomes,1369000-13051011300,Mental health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,15.5,13.3,17.9,,,2370,"(32.0622456618, -81.0982166559)",HLTHOUT,MHLTH,1369000,13051011300,Mental Health
2017,GA,Georgia,Roswell,City,BRFSS,Unhealthy Behaviors,1367284,Obesity among adults aged >=18 Years,%,AgeAdjPrv,Age-adjusted prevalence,23.7,23.3,23.9,,,88346,"(34.0391384583, -84.3512225277)",UNHBEH,OBESITY,1367284,,Obesity
2017,ID,Idaho,Boise City,Census Tract,BRFSS,Health Outcomes,1608830-16001000400,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,10.2,9.3,11.2,,,5936,"(43.6350889572, -116.234584622)",HLTHOUT,PHLTH,1608830,16001000400,Physical Health
2017,HI,Hawaii,Honolulu,Census Tract,BRFSS,Health Outcomes,15003008908,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,5.5,5.3,5.7,,,5837,"(21.4285212616, -158.020497674)",HLTHOUT,CANCER,15003,15003008908,Cancer (except skin)
2016,HI,Hawaii,Honolulu,Census Tract,BRFSS,Prevention,15003006808,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,29.8,26,34.1,,,4423,"(21.3461330337, -157.90874793)",PREVENT,COREM,15003,15003006808,Core preventive services for older men
2016,HI,Hawaii,Honolulu,Census Tract,BRFSS,Unhealthy Behaviors,15003001903,Sleeping less than 7 hours among adults aged >=18 Years,%,CrdPrv,Crude prevalence,43,41.6,44.4,,,2770,"(21.2871834409, -157.835453796)",UNHBEH,SLEEP,15003,15003001903,Sleep <7 hours
2016,ID,Idaho,Boise City,Census Tract,BRFSS,Prevention,1608830-16001010223,Visits to dentist or dental clinic among adults aged >=18 Years,%,CrdPrv,Crude prevalence,74.6,70.5,78,,,1742,"(43.678688363, -116.283632548)",PREVENT,DENTAL,1608830,16001010223,Dental Visit
2017,GA,Georgia,Columbus,Census Tract,BRFSS,Health Outcomes,1319000-13215010607,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,5.3,5.1,5.5,,,5328,"(32.4780886521, -84.8896599328)",HLTHOUT,CANCER,1319000,13215010607,Cancer (except skin)
2017,GA,Georgia,Augusta,Census Tract,BRFSS,Prevention,1304204-13245010800,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,22.9,19.2,26.8,,,8992,"(33.3630812901, -82.2160237106)",PREVENT,ACCESS2,1304204,13245010800,Health Insurance
2017,HI,Hawaii,Honolulu,Census Tract,BRFSS,Prevention,15003007701,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,%,CrdPrv,Crude prevalence,77.8,76.9,78.6,,,4240,"(21.3798373636, -157.932304256)",PREVENT,BPMED,15003,15003007701,Taking BP Medication
2016,GA,Georgia,Augusta,Census Tract,BRFSS,Prevention,1304204-13245001400,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",%,CrdPrv,Crude prevalence,51.3,46.3,56.2,,,2190,"(33.4585991999, -81.9913873236)",PREVENT,COLON_SCREEN,1304204,13245001400,Colorectal Cancer Screening
2016,GA,Georgia,Macon,Census Tract,BRFSS,Prevention,1349000-13021011100,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",%,CrdPrv,Crude prevalence,48.3,44.6,52.1,,,2240,"(32.8593544888, -83.6050700137)",PREVENT,COLON_SCREEN,1349000,13021011100,Colorectal Cancer Screening
2017,HI,Hawaii,Honolulu,Census Tract,BRFSS,Prevention,15003000902,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,6,5.1,7.2,,,4088,"(21.2911133834, -157.790002885)",PREVENT,ACCESS2,15003,15003000902,Health Insurance
2017,HI,Hawaii,Honolulu,Census Tract,BRFSS,Prevention,15003010504,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,%,CrdPrv,Crude prevalence,72.1,71.6,72.6,,,5115,"(21.415406979, -157.794073154)",PREVENT,CHECKUP,15003,15003010504,Annual Checkup
2017,GA,Georgia,Warner Robins,Census Tract,BRFSS,Health Outcomes,1380508-13153020900,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,15.1,14,16.2,,,4181,"(32.612419134, -83.6323427764)",HLTHOUT,PHLTH,1380508,13153020900,Physical Health
2016,ID,Idaho,Boise City,Census Tract,BRFSS,Prevention,1608830-16001002413,Visits to dentist or dental clinic among adults aged >=18 Years,%,CrdPrv,Crude prevalence,69.7,65.5,73.5,,,8245,"(43.6476872906, -116.324567671)",PREVENT,DENTAL,1608830,16001002413,Dental Visit
2017,HI,Hawaii,Honolulu,Census Tract,BRFSS,Unhealthy Behaviors,15003006000,Binge drinking among adults aged >=18 Years,%,CrdPrv,Crude prevalence,13.8,13.3,14.3,,,5421,"(21.3324218823, -157.882350995)",UNHBEH,BINGE,15003,15003006000,Binge Drinking
2016,ID,Idaho,Nampa,Census Tract,BRFSS,Prevention,1656260-16027020504,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,29.9,23.9,36.2,,,5471,"(43.5543759965, -116.563662305)",PREVENT,COREM,1656260,16027020504,Core preventive services for older men
2016,HI,Hawaii,Honolulu,Census Tract,BRFSS,Prevention,15003008930,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening",%,CrdPrv,Crude prevalence,35.8,31.9,39.7,,,2560,"(21.4661119695, -157.995420252)",PREVENT,COREM,15003,15003008930,Core preventive services for older men
2017,GA,Georgia,Sandy Springs,Census Tract,BRFSS,Prevention,1368516-13121010110,Cholesterol screening among adults aged >=18 Years,%,CrdPrv,Crude prevalence,84,82.7,85.1,,,5022,"(33.9204281723, -84.3620299679)",PREVENT,CHOLSCREEN,1368516,13121010110,Cholesterol Screening
2016,GA,Georgia,Savannah,Census Tract,BRFSS,Prevention,1369000-13051002300,Visits to dentist or dental clinic among adults aged >=18 Years,%,CrdPrv,Crude prevalence,42.5,38.3,47.2,,,2056,"(32.0577200508, -81.1112836355)",PREVENT,DENTAL,1369000,13051002300,Dental Visit
2016,ID,Idaho,Meridian,Census Tract,BRFSS,Prevention,1652120-16001010331,Mammography use among women aged 50–74 Years,%,CrdPrv,Crude prevalence,71,66.6,74.7,,,4703,"(43.6482194942, -116.380722992)",PREVENT,MAMMOUSE,1652120,16001010331,Mammography
2016,GA,Georgia,Columbus,Census Tract,BRFSS,Unhealthy Behaviors,1319000-13215010301,Sleeping less than 7 hours among adults aged >=18 Years,%,CrdPrv,Crude prevalence,29.5,27.8,31.2,,,2478,"(32.571655029, -85.0338001623)",UNHBEH,SLEEP,1319000,13215010301,Sleep <7 hours
2016,HI,Hawaii,Honolulu,Census Tract,BRFSS,Prevention,15003008002,Visits to dentist or dental clinic among adults aged >=18 Years,%,CrdPrv,Crude prevalence,71.2,68.1,74.4,,,2837,"(21.3933046128, -157.960360051)",PREVENT,DENTAL,15003,15003008002,Dental Visit
2016,GA,Georgia,Macon,Census Tract,BRFSS,Prevention,1349000-13021012102,Mammography use among women aged 50–74 Years,%,CrdPrv,Crude prevalence,80.3,76.9,83.4,,,4214,"(32.8820125067, -83.6946875413)",PREVENT,MAMMOUSE,1349000,13021012102,Mammography
2017,ID,Idaho,Boise City,Census Tract,BRFSS,Prevention,1608830-16001001500,Cholesterol screening among adults aged >=18 Years,%,CrdPrv,Crude prevalence,75.3,73.5,77.1,,,3494,"(43.5948630356, -116.218329034)",PREVENT,CHOLSCREEN,1608830,16001001500,Cholesterol Screening
2017,HI,Hawaii,Honolulu,Census Tract,BRFSS,Health Outcomes,15003004300,Chronic kidney disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,2.9,2.7,3,,,5591,"(21.3139921557, -157.847536577)",HLTHOUT,KIDNEY,15003,15003004300,Chronic Kidney Disease
2017,GA,Georgia,Sandy Springs,Census Tract,BRFSS,Unhealthy Behaviors,1368516-13121010114,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,23.9,22,26,,,5946,"(33.8902362582, -84.3731348097)",UNHBEH,LPA,1368516,13121010114,Physical Inactivity
2016,HI,Hawaii,Honolulu,Census Tract,BRFSS,Prevention,15003000402,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",%,CrdPrv,Crude prevalence,73.5,70.9,75.5,,,3999,"(21.2850565191, -157.766155827)",PREVENT,COLON_SCREEN,15003,15003000402,Colorectal Cancer Screening
2017,GA,Georgia,Columbus,Census Tract,BRFSS,Health Outcomes,1319000-13215010302,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,10.2,9.1,11.3,,,6293,"(32.5420961469, -84.975715442)",HLTHOUT,PHLTH,1319000,13215010302,Physical Health
2017,HI,Hawaii,Honolulu,Census Tract,BRFSS,Prevention,15003940002,Current lack of health insurance among adults aged 18–64 Years,%,CrdPrv,Crude prevalence,14.2,12.8,15.7,,,7400,"(21.3940022356, -158.124509059)",PREVENT,ACCESS2,15003,15003940002,Health Insurance
2016,HI,Hawaii,Honolulu,Census Tract,BRFSS,Health Outcomes,15003008701,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,6.9,4.7,9.6,,,8787,"(21.3910485797, -157.990058155)",HLTHOUT,TEETHLOST,15003,15003008701,Teeth Loss
2017,GA,Georgia,Savannah,Census Tract,BRFSS,Prevention,1369000-13051003602,Cholesterol screening among adults aged >=18 Years,%,CrdPrv,Crude prevalence,80.6,79,82.1,,,4623,"(32.0479323704, -81.0590055627)",PREVENT,CHOLSCREEN,1369000,13051003602,Cholesterol Screening
2017,GA,Georgia,Savannah,Census Tract,BRFSS,Health Outcomes,1369000-13051002300,Current asthma among adults aged >=18 Years,%,CrdPrv,Crude prevalence,11.9,11,12.8,,,2056,"(32.0577200508, -81.1112836355)",HLTHOUT,CASTHMA,1369000,13051002300,Current Asthma
2017,HI,Hawaii,Honolulu,Census Tract,BRFSS,Prevention,15003980800,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,%,CrdPrv,Crude prevalence,,,,*,Estimates suppressed for population less than 50,1,"(21.3851200991, -157.803570261)",PREVENT,CHECKUP,15003,15003980800,Annual Checkup
2017,HI,Hawaii,Honolulu,Census Tract,BRFSS,Health Outcomes,15003008617,Chronic obstructive pulmonary disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,3.7,3.4,3.9,,,9364,"(21.3455068807, -158.035500353)",HLTHOUT,COPD,15003,15003008617,COPD
2017,GA,Georgia,Savannah,Census Tract,BRFSS,Health Outcomes,1369000-13051002600,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,38.6,37.4,39.8,,,1535,"(32.0541590029, -81.0931284046)",HLTHOUT,BPHIGH,1369000,13051002600,High Blood Pressure
2017,GA,Georgia,Augusta,Census Tract,BRFSS,Health Outcomes,1304204-13245010709,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,13.3,12.3,14.3,,,5243,"(33.3827681525, -82.0487386714)",HLTHOUT,PHLTH,1304204,13245010709,Physical Health
2017,HI,Hawaii,Honolulu,Census Tract,BRFSS,Health Outcomes,15003003403,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,11.4,10.7,12.2,,,5530,"(21.3072907725, -157.844275604)",HLTHOUT,DIABETES,15003,15003003403,Diabetes
2017,HI,Hawaii,Honolulu,Census Tract,BRFSS,Health Outcomes,15003002900,Arthritis among adults aged >=18 Years,%,CrdPrv,Crude prevalence,15,14.3,15.9,,,2415,"(21.3061004519, -157.807702094)",HLTHOUT,ARTHRITIS,15003,15003002900,Arthritis
2017,ID,Idaho,Boise City,Census Tract,BRFSS,Prevention,1608830-16001010321,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure,%,CrdPrv,Crude prevalence,66.7,65.4,68,,,979,"(43.6081215402, -116.336938378)",PREVENT,BPMED,1608830,16001010321,Taking BP Medication
2017,ID,Idaho,Boise City,Census Tract,BRFSS,Unhealthy Behaviors,1608830-16001000100,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,24.2,21.5,27.2,,,3897,"(43.6162641347, -116.207722391)",UNHBEH,LPA,1608830,16001000100,Physical Inactivity
2016,GA,Georgia,Warner Robins,Census Tract,BRFSS,Prevention,1380508-13153020900,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years",%,CrdPrv,Crude prevalence,61.3,58.4,64.1,,,4181,"(32.612419134, -83.6323427764)",PREVENT,COLON_SCREEN,1380508,13153020900,Colorectal Cancer Screening
2017,HI,Hawaii,Honolulu,Census Tract,BRFSS,Unhealthy Behaviors,15003010801,Obesity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,23.4,21.3,25,,,2969,"(21.4491051468, -157.761542724)",UNHBEH,OBESITY,15003,15003010801,Obesity
2017,GA,Georgia,Macon,Census Tract,BRFSS,Health Outcomes,1349000-13021013202,Diagnosed diabetes among adults aged >=18 Years,%,CrdPrv,Crude prevalence,17.5,16.6,18.4,,,2952,"(32.8084122826, -83.7042441207)",HLTHOUT,DIABETES,1349000,13021013202,Diabetes
2017,HI,Hawaii,Honolulu,Census Tract,BRFSS,Prevention,15003001500,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years,%,CrdPrv,Crude prevalence,74.3,74,74.7,,,3527,"(21.2783292329, -157.811278158)",PREVENT,CHECKUP,15003,15003001500,Annual Checkup
2016,GA,Georgia,Columbus,Census Tract,BRFSS,Prevention,1319000-13215010801,Visits to dentist or dental clinic among adults aged >=18 Years,%,CrdPrv,Crude prevalence,66.5,62.5,70.2,,,1427,"(32.3917467501, -84.9426192805)",PREVENT,DENTAL,1319000,13215010801,Dental Visit
2016,GA,Georgia,Augusta,Census Tract,BRFSS,Unhealthy Behaviors,1304204-13245010707,Sleeping less than 7 hours among adults aged >=18 Years,%,CrdPrv,Crude prevalence,46.6,44.7,48.4,,,3039,"(33.4031222139, -82.0976545155)",UNHBEH,SLEEP,1304204,13245010707,Sleep <7 hours
2017,GA,Georgia,Savannah,Census Tract,BRFSS,Health Outcomes,1369000-13051002700,Chronic obstructive pulmonary disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,7.6,6.8,8.4,,,3048,"(32.0518472399, -81.0843019639)",HLTHOUT,COPD,1369000,13051002700,COPD
2016,HI,Hawaii,Honolulu,Census Tract,BRFSS,Prevention,15003008928,Visits to dentist or dental clinic among adults aged >=18 Years,%,CrdPrv,Crude prevalence,79.8,77.3,82.1,,,3884,"(21.4803485782, -157.98984064)",PREVENT,DENTAL,15003,15003008928,Dental Visit
2017,HI,Hawaii,Honolulu,Census Tract,BRFSS,Prevention,15003007805,Cholesterol screening among adults aged >=18 Years,%,CrdPrv,Crude prevalence,81.4,80.5,82.1,,,5136,"(21.3968788861, -157.952963054)",PREVENT,CHOLSCREEN,15003,15003007805,Cholesterol Screening
2017,HI,Hawaii,Honolulu,Census Tract,BRFSS,Health Outcomes,15003006900,Arthritis among adults aged >=18 Years,%,CrdPrv,Crude prevalence,10.2,9.5,10.8,,,3823,"(21.3400260309, -157.906442857)",HLTHOUT,ARTHRITIS,15003,15003006900,Arthritis
2017,HI,Hawaii,Honolulu,Census Tract,BRFSS,Health Outcomes,15003006201,Chronic obstructive pulmonary disease among adults aged >=18 Years,%,CrdPrv,Crude prevalence,4.5,4,4.9,,,6047,"(21.3388990175, -157.879157799)",HLTHOUT,COPD,15003,15003006201,COPD
2016,HI,Hawaii,Honolulu,Census Tract,BRFSS,Prevention,15003003601,Papanicolaou smear use among adult women aged 21–65 Years,%,CrdPrv,Crude prevalence,80.8,78.3,83.3,,,4109,"(21.2968611221, -157.844050047)",PREVENT,PAPTEST,15003,15003003601,Pap Smear Test
2016,GA,Georgia,Columbus,Census Tract,BRFSS,Health Outcomes,1319000-13215000300,All teeth lost among adults aged >=65 Years,%,CrdPrv,Crude prevalence,31.6,25.8,37.4,,,1741,"(32.5072916139, -84.9750889548)",HLTHOUT,TEETHLOST,1319000,13215000300,Teeth Loss
2017,GA,Georgia,Savannah,Census Tract,BRFSS,Unhealthy Behaviors,1369000-13051011400,No leisure-time physical activity among adults aged >=18 Years,%,CrdPrv,Crude prevalence,36.8,33.7,39.9,,,2042,"(32.0561791719, -81.101026636)",UNHBEH,LPA,1369000,13051011400,Physical Inactivity
2017,ID,Idaho,Boise City,Census Tract,BRFSS,Health Outcomes,1608830-16001000803,High blood pressure among adults aged >=18 Years,%,CrdPrv,Crude prevalence,26.2,24.8,27.7,,,4354,"(43.569030973, -116.161988214)",HLTHOUT,BPHIGH,1608830,16001000803,High Blood Pressure
2016,GA,Georgia,Augusta,Census Tract,BRFSS,Prevention,1304204-13245010507,Mammography use among women aged 50–74 Years,%,CrdPrv,Crude prevalence,81.7,78.9,84,,,5579,"(33.4373262782, -82.0509596039)",PREVENT,MAMMOUSE,1304204,13245010507,Mammography
2017,HI,Hawaii,Honolulu,Census Tract,BRFSS,Health Outcomes,15003008614,Physical health not good for >=14 days among adults aged >=18 Years,%,CrdPrv,Crude prevalence,9.5,8.9,10.2,,,8232,"(21.4097353813, -158.068298632)",HLTHOUT,PHLTH,15003,15003008614,Physical Health
2017,GA,Georgia,Macon,Census Tract,BRFSS,Health Outcomes,1349000-13021013102,Stroke among adults aged >=18 Years,%,CrdPrv,Crude prevalence,6.1,5.6,6.8,,,4340,"(32.7942890489, -83.6917195326)",HLTHOUT,STROKE,1349000,13021013102,Stroke
2017,HI,Hawaii,Honolulu,Census Tract,BRFSS,Health Outcomes,15003009300,Arthritis among adults aged >=18 Years,%,CrdPrv,Crude prevalence,22.8,22,23.6,,,4762,"(21.4986287258, -158.024489391)",HLTHOUT,ARTHRITIS,15003,15003009300,Arthritis
2017,HI,Hawaii,Honolulu,Census Tract,BRFSS,Health Outcomes,15003002800,Cancer (excluding skin cancer) among adults aged >=18 Years,%,CrdPrv,Crude prevalence,6.6,6.4,6.9,,,3678,"(21.2995998377, -157.803133008)",HLTHOUT,CANCER,15003,15003002800,Cancer (except skin)
2017,HI,Hawaii,Honolulu,Census Tract,BRFSS,Health Outcomes,15003003700,Stroke among adults aged >=18 Years,%,CrdPrv,Crude prevalence,2.3,2.1,2.5,,,5579,"(21.2927377569, -157.847451745)",HLTHOUT,STROKE,15003,15003003700,Stroke
